sigma_b,mu_target,cv_target,autocorr_target,variance,fano_factor,success,biologically_appropriate,error_type,error_message,rho,sigma_u,d,cv_bin,result_category,fano_factor_category,cv_binned,success_and_bio,overall_score
1.0,100.0,3.0,100.0,90000.0,900.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
1.0,500.0,0.1,0.1,2500.0,5.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,1-5 (Normal),"(0.1, 0.5]",False,1
1.0,500.0,0.1,10.0,2500.0,5.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,1-5 (Normal),"(0.1, 0.5]",False,1
1.0,500.0,0.1,100.0,2500.0,5.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,1-5 (Normal),"(0.1, 0.5]",False,1
1.0,500.0,0.2,0.1,10000.0,20.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,10-20 (High),"(0.1, 0.5]",False,1
1.0,500.0,0.2,10.0,10000.0,20.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,10-20 (High),"(0.1, 0.5]",False,1
1.0,500.0,0.2,100.0,10000.0,20.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,10-20 (High),"(0.1, 0.5]",False,1
1.0,500.0,0.30000000000000004,0.1,22500.000000000007,45.000000000000014,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,500.0,0.30000000000000004,10.0,22500.000000000007,45.000000000000014,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,500.0,0.30000000000000004,100.0,22500.000000000007,45.000000000000014,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,500.0,0.4,0.1,40000.0,80.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,500.0,0.4,10.0,40000.0,80.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,500.0,0.4,100.0,40000.0,80.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,500.0,0.5,0.1,62500.0,125.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.5,10.0,62500.0,125.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.5,100.0,62500.0,125.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.6,0.1,90000.0,180.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.6,10.0,90000.0,180.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.6,100.0,90000.0,180.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.7000000000000001,0.1,122500.00000000004,245.00000000000009,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.7000000000000001,10.0,122500.00000000004,245.00000000000009,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.7000000000000001,100.0,122500.00000000004,245.00000000000009,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.8,0.1,160000.0,320.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.8,10.0,160000.0,320.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.8,100.0,160000.0,320.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,500.0,0.9,10.0,202500.0,405.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.8, 1.2]",False,1
1.0,500.0,0.9,100.0,202500.0,405.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.8, 1.2]",False,1
1.0,500.0,1.0,10.0,250000.0,500.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.8, 1.2]",False,1
1.0,500.0,1.0,100.0,250000.0,500.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.8, 1.2]",False,1
1.0,500.0,1.2,0.1,360000.0,720.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,500.0,1.2,1.0,360000.0,720.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,500.0,1.2,10.0,360000.0,720.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,500.0,1.2,100.0,360000.0,720.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,500.0,1.4,10.0,490000.0,980.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,500.0,1.4,100.0,490000.0,980.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,500.0,1.5999999999999999,0.1,639999.9999999998,1279.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
1.0,500.0,1.5999999999999999,1.0,639999.9999999998,1279.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
1.0,500.0,1.5999999999999999,10.0,639999.9999999998,1279.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
1.0,500.0,1.5999999999999999,100.0,639999.9999999998,1279.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
1.0,500.0,1.7999999999999998,10.0,809999.9999999998,1619.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
1.0,500.0,1.7999999999999998,100.0,809999.9999999998,1619.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
1.0,500.0,2.0,10.0,1000000.0,2000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.9, 2.3]",False,1
1.0,500.0,2.0,100.0,1000000.0,2000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.9, 2.3]",False,1
1.0,500.0,2.5,10.0,1562500.0,3125.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,>20 (Very High),"(2.3, 2.6]",False,1
1.0,500.0,2.5,100.0,1562500.0,3125.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,>20 (Very High),"(2.3, 2.6]",False,1
1.0,500.0,3.0,10.0,2250000.0,4500.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
1.0,500.0,3.0,100.0,2250000.0,4500.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
1.0,1000.0,0.1,0.1,10000.0,10.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,5-10 (Medium),"(0.1, 0.5]",False,1
1.0,1000.0,0.1,10.0,10000.0,10.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,5-10 (Medium),"(0.1, 0.5]",False,1
1.0,1000.0,0.1,100.0,10000.0,10.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,5-10 (Medium),"(0.1, 0.5]",False,1
1.0,1000.0,0.2,0.1,40000.0,40.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,1000.0,0.2,10.0,40000.0,40.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,1000.0,0.2,100.0,40000.0,40.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,1000.0,0.30000000000000004,0.1,90000.00000000003,90.00000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,1000.0,0.30000000000000004,10.0,90000.00000000003,90.00000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,1000.0,0.30000000000000004,100.0,90000.00000000003,90.00000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,1000.0,0.4,0.1,160000.0,160.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,1000.0,0.4,10.0,160000.0,160.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,1000.0,0.4,100.0,160000.0,160.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.1, 0.5]",False,1
1.0,1000.0,0.5,0.1,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.5,10.0,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.5,100.0,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.6,0.1,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.6,10.0,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.6,100.0,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.7000000000000001,0.1,490000.0000000002,490.00000000000017,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.7000000000000001,10.0,490000.0000000002,490.00000000000017,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.7000000000000001,100.0,490000.0000000002,490.00000000000017,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.8,0.1,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.8,10.0,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.8,100.0,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.5, 0.8]",False,1
1.0,1000.0,0.9,10.0,810000.0,810.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.8, 1.2]",False,1
1.0,1000.0,0.9,100.0,810000.0,810.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.8, 1.2]",False,1
1.0,1000.0,1.0,0.1,1000000.0,1000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.8, 1.2]",False,1
1.0,1000.0,1.0,10.0,1000000.0,1000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.8, 1.2]",False,1
1.0,1000.0,1.0,100.0,1000000.0,1000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,>20 (Very High),"(0.8, 1.2]",False,1
1.0,1000.0,1.2,0.1,1440000.0,1440.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,1000.0,1.2,1.0,1440000.0,1440.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,1000.0,1.2,10.0,1440000.0,1440.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,1000.0,1.2,100.0,1440000.0,1440.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,1000.0,1.4,10.0,1960000.0,1960.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,1000.0,1.4,100.0,1960000.0,1960.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,>20 (Very High),"(1.2, 1.6]",False,1
1.0,1000.0,1.5999999999999999,10.0,2559999.999999999,2559.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
1.0,1000.0,1.5999999999999999,100.0,2559999.999999999,2559.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
1.0,1000.0,1.7999999999999998,10.0,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
1.0,1000.0,1.7999999999999998,100.0,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
1.0,1000.0,2.0,10.0,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.9, 2.3]",False,1
1.0,1000.0,2.0,100.0,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.9, 2.3]",False,1
1.0,1000.0,2.5,0.1,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,>20 (Very High),"(2.3, 2.6]",False,1
1.0,1000.0,2.5,1.0,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,>20 (Very High),"(2.3, 2.6]",False,1
1.0,1000.0,2.5,10.0,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,>20 (Very High),"(2.3, 2.6]",False,1
1.0,1000.0,2.5,100.0,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,>20 (Very High),"(2.3, 2.6]",False,1
1.0,1000.0,3.0,0.1,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
1.0,1000.0,3.0,1.0,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
1.0,1000.0,3.0,10.0,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
1.0,1000.0,3.0,100.0,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
5.0,1.0,0.1,0.1,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.1,1.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.1,10.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.1,100.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.2,0.1,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.2,1.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.2,10.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.2,100.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.30000000000000004,0.1,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.30000000000000004,1.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.30000000000000004,10.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.30000000000000004,100.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.4,0.1,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.4,1.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.4,10.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.4,100.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
5.0,1.0,0.5,0.1,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.5,1.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.5,10.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.5,100.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.6,0.1,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.6,1.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.6,10.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.6,100.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.7000000000000001,0.1,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.7000000000000001,1.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.7000000000000001,10.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.7000000000000001,100.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.8,0.1,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.8,1.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.8,10.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.8,100.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
5.0,1.0,0.9,0.1,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
5.0,1.0,0.9,1.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
5.0,1.0,0.9,10.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
5.0,1.0,0.9,100.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
5.0,1.0,1.0,0.1,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
