dataset_id,dataset_name,has_log,condition,strain_id,tf_identity,timepoints,classification,is_tf_localisation,tf_localisation_reason,reason,channels,all_channels,provenance,raw_llm_response
1218,6_00_01,False,,,UNKNOWN,,NO,NO,The dataset name alone does not identify any tagged transcription factor or nuclear-localisation reporter being tracked.,No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name alone does not identify any tagged transcription factor or nuclear-localisation reporter being tracked."
1219,50_wt_02,False,,,UNKNOWN,,NO,NO,"The dataset name ""50_wt_02"" does not identify any tagged transcription factor or nuclear-localisation reporter, so there is no evidence this is a TF localisation experiment.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name ""50_wt_02"" does not identify any tagged transcription factor or nuclear-localisation reporter, so there is no evidence this is a TF localisation experiment."
1220,6_75_00,False,,,UNKNOWN,,NO,NO,The dataset name alone does not identify any tagged transcription factor or nuclear-localisation reporter being tracked.,No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name alone does not identify any tagged transcription factor or nuclear-localisation reporter being tracked."
1222,00_wt_00,True,,247,UNKNOWN,180,YES,NO,"This experiment is a pHluorin calibration using pHluorin405/GFP channels, which is a pH sensor and not a transcription factor localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405;DIC,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment is a pHluorin calibration using pHluorin405/GFP channels, which is a pH sensor and not a transcription factor localisation marker."
1223,6_00_02,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment using the pHluorin sensor, not tracking a transcription factor’s nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405;DIC,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using the pHluorin sensor, not tracking a transcription factor’s nuclear localisation."
1224,50_wt_01,False,,,UNKNOWN,,NO,NO,"The dataset name ""50_wt_01"" does not identify any tagged transcription factor or nuclear-localisation reporter, so there is insufficient evidence that this is a TF localisation experiment.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name ""50_wt_01"" does not identify any tagged transcription factor or nuclear-localisation reporter, so there is insufficient evidence that this is a TF localisation experiment."
1225,6_75_01,False,,,UNKNOWN,,NO,NO,"No transcription factor or nuclear-localisation reporter is indicated by the dataset name alone, so this cannot be identified as a TF localisation experiment.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: No transcription factor or nuclear-localisation reporter is indicated by the dataset name alone, so this cannot be identified as a TF localisation experiment."
1226,25_00,False,,,UNKNOWN,,NO,NO,The dataset name alone does not identify any tagged transcription factor or nuclear-localisation reporter being tracked.,No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name alone does not identify any tagged transcription factor or nuclear-localisation reporter being tracked."
1227,6_75_02,False,,,UNKNOWN,,NO,NO,The dataset name alone does not identify any tagged transcription factor or nuclear-localisation reporter being tracked.,No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name alone does not identify any tagged transcription factor or nuclear-localisation reporter being tracked."
1228,5_75_02,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment using the pH sensor pHluorin (with GFP/brightfield channels), not a fluorescently tagged transcription factor tracking nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using the pH sensor pHluorin (with GFP/brightfield channels), not a fluorescently tagged transcription factor tracking nuclear localisation."
1229,25_wt_00,True,,247,UNKNOWN,180,YES,NO,"This experiment is a pHluorin calibration using GFP/pHluorin405 and brightfield/DIC channels, with no transcription factor tagged or tracked for nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405;DIC,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment is a pHluorin calibration using GFP/pHluorin405 and brightfield/DIC channels, with no transcription factor tagged or tracked for nuclear-cytoplasmic localisation."
1230,5_75_04,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment using a pH/metabolite sensor (pHluorin), not a fluorescently tagged transcription factor tracked for nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405;DIC,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using a pH/metabolite sensor (pHluorin), not a fluorescently tagged transcription factor tracked for nuclear localisation."
1231,00_wt_01,False,,,UNKNOWN,,NO,NO,"The dataset name ""00_wt_01"" provides no indication of any tagged transcription factor or nuclear-localisation reporter being tracked.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name ""00_wt_01"" provides no indication of any tagged transcription factor or nuclear-localisation reporter being tracked."
1232,50_wt_03,False,,,UNKNOWN,,NO,NO,"The dataset name ""50_wt_03"" does not identify any tagged transcription factor or nuclear-localisation reporter, so there is no evidence this is a TF localisation experiment.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name ""50_wt_03"" does not identify any tagged transcription factor or nuclear-localisation reporter, so there is no evidence this is a TF localisation experiment."
1233,75_wt_03,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment using a pH/metabolite sensor (pHluorin), not a transcription factor tracked for nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405;DIC,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using a pH/metabolite sensor (pHluorin), not a transcription factor tracked for nuclear-cytoplasmic localisation."
1234,00_wt_02,False,,,UNKNOWN,,NO,NO,"The dataset name ""00_wt_02"" does not identify any tagged transcription factor or nuclear-localisation reporter, so there is no evidence this is a TF localisation experiment.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name ""00_wt_02"" does not identify any tagged transcription factor or nuclear-localisation reporter, so there is no evidence this is a TF localisation experiment."
1235,75_wt_00,False,,,UNKNOWN,,NO,NO,"The dataset name ""75_wt_00"" does not identify any tagged transcription factor or nuclear-localisation reporter, so there is no evidence this is a TF localisation experiment.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name ""75_wt_00"" does not identify any tagged transcription factor or nuclear-localisation reporter, so there is no evidence this is a TF localisation experiment."
1236,2tozeroGlucose_01,False,,,UNKNOWN,,NO,NO,The dataset name only indicates a glucose shift experiment and does not identify any tagged transcription factor or nuclear-localisation reporter being tracked.,No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name only indicates a glucose shift experiment and does not identify any tagged transcription factor or nuclear-localisation reporter being tracked."
1237,NADHcellcycle_02,False,,,UNKNOWN,,NO,NO,"This appears to track NADH, a metabolite/sensor signal, rather than the nuclear-cytoplasmic localisation of a transcription factor.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to track NADH, a metabolite/sensor signal, rather than the nuclear-cytoplasmic localisation of a transcription factor."
1238,starve_twice_glu_2_0_2_0_ura7ha_ura7hr_ura8_ura8ha_ura8hr_00,True,,ura7H360A-GFP;ura7H360R-GFP;ura8-GFP;ura8H360A-GFP;ura8H360R-GFP;group 1: ura7ha;group 2: ura7hr;group 3: ura8;group 4: ura8ha;group 5: ura8hr,UNKNOWN,240,YES,NO,"This is a protein aggregation experiment tracking Ura7/Ura8 metabolic enzymes (ura7H360A-GFP, ura7H360R-GFP, ura8-GFP, ura8H360A-GFP, ura8H360R-GFP), not transcription factors or nuclear localisation reporters.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: starve_twice_glu_2_0_2_0_ura7ha_ura7hr_ura8_ura8ha_ura8hrlog.txt.,GFP,Brightfield;GFP,"condition=none | strain=strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a protein aggregation experiment tracking Ura7/Ura8 metabolic enzymes (ura7H360A-GFP, ura7H360R-GFP, ura8-GFP, ura8H360A-GFP, ura8H360R-GFP), not transcription factors or nuclear localisation reporters."
1239,nadh2_01,True,2% glucose to 0.1% glucose,78;56;By4742 (78) W303 Ade2+ (56);group 1: w303;group 2: by4742,UNKNOWN,240,YES,NO,"This is NADH imaging in BY4742/W303 cells with brightfield and coumarin channels, not tracking a fluorescently tagged transcription factor or its nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: nadh2log.txt.,coumarin,Brightfield;coumarin,"condition=llm | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
2% glucose to 0.1% glucose

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is NADH imaging in BY4742/W303 cells with brightfield and coumarin channels, not tracking a fluorescently tagged transcription factor or its nuclear-cytoplasmic localisation."
1240,BcyDegrade_00,True,sugar to no sugar,1131;Msn2-mCherry with integrated pJG45 (not yet given a PS number);1131 (Msn2-mCherry;Bcy1-AID*-GFP);group 1: Bcy1;group 2: pos007;group 3: pos008;group 4: pos009;group 5: pos010;group 6: pos011,Msn2;Bcy1,180,YES,YES,"Known TF(s) detected: Msn2, Bcy1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: bcydegradelog.txt.,GFP;mCherry,Brightfield;GFP;mCherry,"condition=llm | strain=details,strain-field-labels,point-groups | tf=details,position-names,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
sugar to no sugar"
1265,oscillating_ramp_msn2_00,True,2% glucose to 0.1% glucose,Msn2-GFP;group 1: pos001;group 2: pos002;group 3: pos003;group 4: pos004;group 5: pos005,Msn2,1560,YES,YES,Known TF(s) detected: Msn2,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: oscillating_ramp_msn2log.txt.,GFP;cy5,Brightfield;GFP;cy5,"condition=llm | strain=strain-field-labels,point-groups | tf=details,dataset-name,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
2% glucose to 0.1% glucose"
1266,steadystate_glucose_1min_00,True,,group 1: 756;group 2: 764;group 3: 903,UNKNOWN,1080,YES,YES,"The Omero tags list Dot6 and Msn2 (""903.Dot6-Msn2""), which are transcription factors tracked with GFP/mCherry for localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: steadystate_glucose_1minlog.txt.,GFP;mCherry,Brightfield;GFP;mCherry,condition=none | strain=point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: YES
REASON: The Omero tags list Dot6 and Msn2 (""903.Dot6-Msn2""), which are transcription factors tracked with GFP/mCherry for localisation."
1267,aid_test_heinemann_strains_00,True,,WT6 OsTIR mGFP-AID;WT16 OsTIR Cdc14-AID Whi5-GFP Hta2-mCherry;WT6 OsTIR Cdc14-AID-mRFP;WT6;WT6 OsTIR;group 1: gfp_aid;group 2: whi_hta;group 3: cdc_aid_r;group 4: wt;group 5: ostir,Whi5,144,YES,YES,Known TF(s) detected: Whi5,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: aid_test_heinemann_strainslog.txt.,GFP;mCherry,Brightfield;GFP;mCherry,"condition=none | strain=strain-field-labels,point-groups | tf=details,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
UNKNOWN"
1241,Bcy_Sch_YakDegrade_00,True,2% glucose to 0.1% glucose,1273;1314;1263;1271;1273 (control);1314 (Bcy1-AID-Flag);1263 (Sch9-AAID-GFP);1271 (Yak1-AID-GFP);group 1: 1263Sch9;group 2: 1271Yak1;group 3: 1273Ctrl;group 4: 1314Bcy,Bcy1;Sch9;Yak1,180,YES,YES,"Known TF(s) detected: Bcy1, Sch9, Yak1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: bcy_sch_yakdegradelog.txt.,GFP;mCherry,Brightfield;GFP;mCherry,"condition=llm | strain=details,strain-field-labels,point-groups | tf=details,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
2% glucose to 0.1% glucose"
1242,Bcy_02,True,no glucose to 2.5uM estradiol and 0.05mM NAA,1180;1180 with Ztir;mCherry +Ztir control;group 1: BcyAID;group 2: MsnCtrl,UNKNOWN,180,YES,NO,"The log describes strain “1180 with Ztir, mCherry +Ztir control,” which indicates an estradiol/NAA control setup with mCherry but does not name any transcription factor being tracked for nuclear–cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: bcylog.txt.,GFPFast;mCherry,Brightfield;GFPFast;mCherry,"condition=llm | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
no glucose to 2.5uM estradiol and 0.05mM NAA

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The log describes strain “1180 with Ztir, mCherry +Ztir control,” which indicates an estradiol/NAA control setup with mCherry but does not name any transcription factor being tracked for nuclear–cytoplasmic localisation."
1243,BcyDegrade_00,True,2% glucose to 0.1% glucose,1178;1180;1273;1178 with pZtir (Bcy-AID-Flag + mChery-Msn2) 1180 (Bcy1-AID-GFP) with Ztir;mCherry +Ztir control (1273);group 1: 1273ctrl;group 2: BcyGFP;group 3: BcyFLAG011/BcyFLAG012/BcyFLAG013/BcyFLAG014/BcyFLAG015,Msn2;Bcy1,180,YES,YES,"Known TF(s) detected: Msn2, Bcy1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: bcydegradelog.txt.,GFPFast;mCherry,Brightfield;GFPFast;mCherry,"condition=llm | strain=details,strain-field-labels,point-groups | tf=details,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
2% glucose to 0.1% glucose"
1244,MigDegrade_00,True,galactose to galactose + NAA,1312;1284;1286;1288;1290;1312 (Mig1-mCherry;control;with GFP-AID);1284 (Snf1-AID);1286 (Gal83-AID);1288 (Sip1-AID);1290 (Sip2-AID);group 1: Mig1;group 2: Gal83;group 3: Sip2;group 4: Snf1;group 5: 1288,Mig1;Snf1;Gal83;Sip2,180,YES,YES,"Known TF(s) detected: Mig1, Snf1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: migdegradelog.txt.,GFP;mCherry,Brightfield;GFP;mCherry,"condition=llm | strain=details,strain-field-labels,point-groups | tf=details,position-names,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
galactose to galactose + NAA"
1245,BcyDegrade_repeat_00,True,2% glucose to UNKNOWN,1273;1178;Control is 1273 - Msn2-mCherry with pZtir. Bcy-AID*-FLAG (1178) with pZtir introduced.;group 1: 1273ctrl;group 2: BcyAID,Msn2,180,YES,YES,Known TF(s) detected: Msn2,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: bcydegrade_repeatlog.txt.,mCherry,Brightfield;mCherry,"condition=llm | strain=details,strain-field-labels,point-groups | tf=details,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
2% glucose to UNKNOWN"
1246,Bcy_Sch_Yak_degrade_04,False,,,UNKNOWN,,NO,NO,This appears to track Bcy1/Sch9/Yak1-related signalling or degradation rather than the nuclear–cytoplasmic localisation of a tagged transcription factor.,No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to track Bcy1/Sch9/Yak1-related signalling or degradation rather than the nuclear–cytoplasmic localisation of a tagged transcription factor."
1247,SnfDegrade_01,True,no auxin to .05mM NAA after 2hours,1251;1253;1259;1259 (control);1259 with Snf-AID- new strain colony 2;1259 with Snf-AID-GFP (new strain colony 8);group 1: 1251;group 2: 1253;group 3: 1259;group 4: SnfAID;group 5: SnfAIDGFP,Mig1,300,YES,YES,Known TF(s) detected: Mig1,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: snfdegradelog.txt.,GFPFast;mCherry,Brightfield;GFPFast;mCherry,"condition=switch-phrase | strain=details,strain-field-labels,point-groups | tf=llm | fluorescence=parsed-channels | tf_localisation=known-tf","[tf-identity]
Mig1"
1248,SnfDegrade_00,True,estradiol to NAA with no estradiol,1259;1333;1332;1259 control;1333 (Snf1-AID*);1332 (Snf1-AID*-GFP). All strains have pZ4TIR and Mig1-mCherry;group 1: Snf;group 2: SnfGFP;group 3: Ctrl,Snf1;Mig1,360,YES,YES,"Known TF(s) detected: Snf1, Mig1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: snfdegradelog.txt.,mCherry;GFPFast,mCherry;Brightfield;GFPFast,"condition=llm | strain=details,strain-field-labels,point-groups | tf=details,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
estradiol to NAA with no estradiol"
1249,Bcy_Sch_Yak_degrade_00,True,2% glucose to 0.1% glucose,1273;1314;1263;1271;1273 (control);1314 (Bcy1-AID-Flag);1263 (Sch9-AAID-GFP);1271 (Yak1-AID-GFP);group 1: 1263Sch;group 2: 1271Yak;group 3: 1273Ctrl;group 4: 1314Bcy,Bcy1;Sch9;Yak1,180,YES,YES,"Known TF(s) detected: Bcy1, Sch9, Yak1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: bcy_sch_yak_degradelog.txt.,GFP;mCherry,Brightfield;GFP;mCherry,"condition=llm | strain=details,strain-field-labels,point-groups | tf=details,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
2% glucose to 0.1% glucose"
1250,KCl_pH_02,True,SC (-Leu) to SC (-Leu) + 0.2M KCl,1510;1511;1512;1513;247;As position names;group 1: YST_247;group 2: YST_1510;group 3: YST_1511;group 4: YST_1512;group 5: YST_1513,UNKNOWN,240,YES,NO,"This experiment measures pH using the pHluorin sensor under KCl treatment, not the nuclear-cytoplasmic localisation of a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: kcl_phlog.txt.,GFPFast;cy5;pHluorin405,Brightfield;GFPFast;cy5;pHluorin405,"condition=llm | strain=yst-refs,position-names,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
SC (-Leu) to SC (-Leu) + 0.2M KCl

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment measures pH using the pHluorin sensor under KCl treatment, not the nuclear-cytoplasmic localisation of a transcription factor."
1251,aggregates_updownshift_2_0_2_URA8_URA7H360A_URA7H360R_00,True,,URA8;URA7H360A;group 1: URA8;group 2: URA7,Ura7,300,YES,NO,Only non-TF markers detected: Ura7,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: aggregates_updownshift_2_0_2_ura8_ura7h360a_ura7h360rlog.txt.,GFP,Brightfield;GFP,"condition=none | strain=strain-field-labels,point-groups | tf=position-names | fluorescence=parsed-channels | tf_localisation=non-tf-marker","[condition]
UNKNOWN"
1252,exp_00,False,,,UNKNOWN,,NO,NO,"The dataset name alone does not identify any tagged transcription factor or nuclear-localisation reporter being tracked, so it cannot be classified as a TF localisation experiment.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name alone does not identify any tagged transcription factor or nuclear-localisation reporter being tracked, so it cannot be classified as a TF localisation experiment."
1300,A8_02,True,,,UNKNOWN,180,YES,NO,The log only shows Brightfield/GFP/cy5 acquisition channels and no named transcription factor or nuclear-localisation reporter being tracked.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP;cy5,Brightfield;GFP;cy5,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The log only shows Brightfield/GFP/cy5 acquisition channels and no named transcription factor or nuclear-localisation reporter being tracked."
3704,B5_WT1_MG_05_00,True,,,UNKNOWN,1,NO,NO,This is TMRM imaging of mitochondrial membrane potential with brightfield and no transcription factor or nuclear-localisation reporter is being tracked.,Fluorescence channel(s) found in parsed acquisition metadata.,TMRM,Brightfield;TMRM,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is TMRM imaging of mitochondrial membrane potential with brightfield and no transcription factor or nuclear-localisation reporter is being tracked."
1253,flavin_by4742swain_by4742morgan_tsa1tsa2morgan_lysmedia_01_00,True,,78;1579;1580;group 1: by4742swain;group 2: by4742morgan;group 3: tsa1tsa2morgan,UNKNOWN,240,YES,NO,"This is a flavin metabolic oscillations experiment with brightfield/flavin channels in BY4742 and tsa1Δ tsa2Δ strains, and no transcription factor fluorescent localisation reporter is mentioned.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: flavin_by4742swain_by4742morgan_tsa1tsa2morgan_lysmedia_01log.txt.,Flavin,Brightfield;Flavin,"condition=none | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a flavin metabolic oscillations experiment with brightfield/flavin channels in BY4742 and tsa1Δ tsa2Δ strains, and no transcription factor fluorescent localisation reporter is mentioned."
1254,ss_test_voltages_exposure_dot6GFP_msn2mCherry_00,False,,,UNKNOWN,,NO,YES,"This tracks the transcription factors Dot6-GFP and Msn2-mCherry, monitoring TF localisation dynamics.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: YES
REASON: This tracks the transcription factors Dot6-GFP and Msn2-mCherry, monitoring TF localisation dynamics."
1255,ss_test_voltages_exposure_mig1GFP_msn2mCherry_02,True,,Dot6-GFP Msn2-mCherry;group 1: gfp20_mcherry;group 2: gfp30_mcherry;group 3: gfp50_mcherry;group 4: gfp20;group 5: brightfield;group 6: _mcherry,Dot6;Msn2,1080,YES,YES,"Known TF(s) detected: Dot6, Msn2",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: ss_test_voltages_exposure_mig1gfp_msn2mcherrylog.txt.,GFP;mCherry,Brightfield;GFP;mCherry,"condition=none | strain=strain-field-labels,point-groups | tf=details,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
UNKNOWN"
1256,FluorophoresAndConditionsTest_05,True,,group 1: dot6gfp_msn2mcherry003;group 2: msn2gfp_dot6mcherry003,UNKNOWN,700,YES,NO,This appears to be a fluorophore/exposure test with only channel/setup information and no named transcription factor being tracked for nuclear–cytoplasmic localisation.,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: fluorophoresandconditionstestlog.txt.,GFP;mCherry,Brightfield;GFP;mCherry,condition=none | strain=point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a fluorophore/exposure test with only channel/setup information and no named transcription factor being tracked for nuclear–cytoplasmic localisation."
1257,ss_gluc0_1_dot6msn2_mig1msn2_sfp1maf1_msn2mig1_msn2dot6_02,True,,Dot6-GFP;Msn2-mCherry;Mig1-GFP;Sfp1-GFP;Maf1-mCherry;Msn2-GFP;Mig1-mCherry;Dot6-mCherry;group 1: d6m2;group 2: m1m2;group 3: s1m1;group 4: m2m1;group 5: m2d6,Dot6;Msn2;Mig1;Sfp1;Maf1,360,YES,YES,"Known TF(s) detected: Dot6, Msn2, Mig1, Sfp1, Maf1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: ss_gluc0_1_dot6msn2_mig1msn2_sfp1maf1_msn2mig1_msn2dot6log.txt.,mCherry;GFP,Brightfield;mCherry;GFP,"condition=none | strain=strain-field-labels,point-groups | tf=details,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
UNKNOWN"
